number,title,state,scope,categories,capabilities,assessment,sha,baseRefName,headRefName,mergedAt,url,files,reviewLevel
240,feat(bots): bounded retry for infrastructure errors and result delivery,MERGED,main历史+dev历史,P; T,C20,仅执行开始前做基础设施重试、通知日志/HMAC webhook；可做 host 插件，保留防重复副作用边界。,2a5b5d5c5b412629012df63c17760066f74ff4cd,codex/stride-370e87ec37e741df,bot/T3-notify,2026-09-12T13:00:24Z,https://github.com/CtriXin/multi-model-switch/pull/240,apps/mms-web/src/BotMemoryPanel.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/types.ts; docs/mms-web/BOTS.md; docs/mms-web/design/t3/00-bot-page.png; docs/mms-web/design/t3/01-notify-section.png; docs/mms-web/design/t3/flaky.log; docs/mms-web/design/t3/retry-timeline.log; docs/mms-web/design/t3/webhook.log; mms_web/bot_notify.py; mms_web/bot_retry.py; mms_web/bots.py; mms_web/server.py; tests/test_mms_bot_notify.py; tests/test_mms_bot_retry.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
241,feat(bots): coordinator plan produced by the Bot's model and executed by the runtime,MERGED,main历史+dev历史,P; D; T,C17,Bot 模型生成计划、依赖执行、批准/撤回；复用 DSH 子代理底层，只补用户需要的计划状态层。,4fa17059efc0c3a744ce4cacd127a2c8eeadb7df,codex/stride-370e87ec37e741df,bot/T2-coordinator,2026-09-12T13:00:24Z,https://github.com/CtriXin/multi-model-switch/pull/241,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/bot-plan.css; apps/mms-web/src/types.ts; docs/mms-web/BOTS.md; docs/mms-web/design/t2/final-conclusion.png; docs/mms-web/design/t2/plan-block-dark-tokens.png; docs/mms-web/design/t2/plan-block-delegate.png; docs/mms-web/design/t2/plan-proposed-actions.png; docs/mms-web/design/t2/task_04438b1016e04447.json; docs/mms-web/design/t2/task_4c93fc74374a41ab.json; docs/mms-web/design/t2/task_587d819ee4b946f6.json; docs/mms-web/design/t2/task_e69d99d11c3442d7.json; mms_web/bot_coordinator.py; mms_web/bot_executor.py; mms_web/bots.py; mms_web/server.py; tests/test_mms_bot_coordinator.py; tests/test_mms_bot_runtime.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
242,feat(pilot): Bot 工作台 v2.x（身份、任务、协作、记忆、Coordinator、通知、视觉系统）,MERGED,main历史+dev历史,P; D; T,C16; C17; C19; C20,持久 Bot/Task/Memory/Mailbox/Coordinator 复合能力；曾被 #262 从稳定线撤销，现 dev 恢复，不能因 Git 祖先关系说 main 有 Bot。,0d9a7ffa11c7ef485324df54c2793e49599ca749,dev,codex/stride-370e87ec37e741df,2026-09-12T17:07:11Z,https://github.com/CtriXin/multi-model-switch/pull/242,.gitignore; apps/mms-web/DESIGN.md; apps/mms-web/src/App.tsx; apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotArtifactPreview.tsx; apps/mms-web/src/BotCommunications.tsx; apps/mms-web/src/BotMemoryPanel.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/HelpGuide.tsx; apps/mms-web/src/ModelExplorer.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/bot-artifact-preview.ts; apps/mms-web/src/bot-communications.css; apps/mms-web/src/bot-memory.css; apps/mms-web/src/bot-plan.css; apps/mms-web/src/bot-visual-system.ts; apps/mms-web/src/bot.css; apps/mms-web/src/channel-models.css; apps/mms-web/src/guide.css; apps/mms-web/src/preview.ts; apps/mms-web/src/release-notes.ts; apps/mms-web/src/semver-sort.ts; apps/mms-web/src/studio.css; apps/mms-web/src/styles.css; apps/mms-web/src/types.ts; apps/mms-web/tests/bot-visual-system.test.mjs; apps/mms-web/tests/release-notes.test.mjs; apps/mms-web/tests/settings-runtime-updates.test.mjs; docs/mms-web/BOT-POSITIONING.md; docs/mms-web/BOT-ROADMAP.md; docs/mms-web/BOTS.md; docs/mms-web/BROWSER-PROVIDERS.md; docs/mms-web/CLAUDE-CONTINUATION.md; docs/mms-web/GETTING-STARTED.md; docs/mms-web/bot-work/README.md; docs/mms-web/bot-work/T1-ui-visual-system.md; docs/mms-web/bot-work/T2-coordinator-plan.md; docs/mms-web/bot-work/T3-resilience-and-notify.md; docs/mms-web/bot-work/T4-landing-governance.md; docs/mms-web/design/bot-chat-v2-reference.png; docs/mms-web/design/t1/01-light-mode.png; docs/mms-web/design/t1/02-dark-mode.png; docs/mms-web/design/t1/03-accent-cyan-dark.png; docs/mms-web/design/t1/04-accent-orange-light.png; docs/mms-web/design/t1/05-width-1024px.png; docs/mms-web/design/t1/06-width-400px.png; docs/mms-web/design/t1/07-bot-card-hover.png; docs/mms-web/design/t1/07b-bot-card-menu.png; docs/mms-web/design/t1/08-composer-schedule.png; docs/mms-web/design/t1/09-bot-onboarding.png; docs/mms-web/design/t1/10-bot-onboarding-all-selected.png; docs/mms-web/design/t1/10-bot-onboarding-selected.png; docs/mms-web/design/t1/11-sidebar-footer-spacing.png; docs/mms-web/design/t1/bot_editor_dialog_dark.png; docs/mms-web/design/t1/bot_editor_dialog_light.png; docs/mms-web/design/t1/bot_list_4_states.png; docs/mms-web/design/t1/chat_viewport_1440.png; docs/mms-web/design/t1/chat_viewport_1920.png; docs/mms-web/design/t1/chat_viewport_2560.png; docs/mms-web/design/t1/collaboration_panel.png; docs/mms-web/design/t1/composer_focused.png; docs/mms-web/design/t1/composer_popover_custom.png; docs/mms-web/design/t1/composer_popover_presets.png; docs/mms-web/design/t1/composer_scheduled.png; docs/mms-web/design/t1/composer_unfocused.png; docs/mms-web/design/t2/final-conclusion.png; docs/mms-web/design/t2/plan-block-dark-tokens.png; docs/mms-web/design/t2/plan-block-delegate.png; docs/mms-web/design/t2/plan-proposed-actions.png; docs/mms-web/design/t2/task_04438b1016e04447.json; docs/mms-web/design/t2/task_4c93fc74374a41ab.json; docs/mms-web/design/t2/task_587d819ee4b946f6.json; docs/mms-web/design/t2/task_e69d99d11c3442d7.json; docs/mms-web/design/t3/00-bot-page.png; docs/mms-web/design/t3/01-notify-section.png; docs/mms-web/design/t3/flaky.log; docs/mms-web/design/t3/retry-timeline.log; docs/mms-web/design/t3/webhook.log; mms_web/bot_client.py; mms_web/bot_communications.py; mms_web/bot_computer.py; mms_web/bot_coordinator.py; mms_web/bot_executor.py; mms_web/bot_memory.py; mms_web/bot_notify.py; mms_web/bot_retry.py; mms_web/bots.py; mms_web/browser_provider.py; mms_web/server.py; mms_web/updates.py; mms_web_static/assets/index-BUDNHL9x.css; mms_web_static/assets/index-CGuusnoT.js; mms_web_static/assets/index-DY6M0OD5.js; mms_web_static/assets/index-nQv9IR0e.css; mms_web_static/build.json; mms_web_static/index.html; tests/test_bot_memory.py; tests/test_mms_bot_client.py; tests/test_mms_bot_computer.py; tests/test_mms_bot_coordinator.py; tests/test_mms_bot_notify.py; tests/test_mms_bot_retry.py; tests/test_mms_bot_runtime.py; tests/test_mms_bot_transport.py; tests/test_mms_web_bots.py; tests/test_mms_web_updates.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
243,feat(pilot): 设置页运行环境标签、帮助内版本更新、设置边距,MERGED,main历史+dev历史,P; C; D,C12; C15,运行环境 tab、帮助内版本历史、成果复制；事实数据保留，旧 UI 结构按 DSH 插槽重组。,7693b0d7a360f64dd4f3db40e2bc36cde0c8c35c,codex/stride-370e87ec37e741df,pilot/settings-runtime-updates,2026-09-12T16:57:21Z,https://github.com/CtriXin/multi-model-switch/pull/243,apps/mms-web/src/App.tsx; apps/mms-web/src/HelpGuide.tsx; apps/mms-web/src/ModelExplorer.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/channel-models.css; apps/mms-web/src/guide.css; apps/mms-web/src/preview.ts; apps/mms-web/src/release-notes.ts; apps/mms-web/src/semver-sort.ts; apps/mms-web/src/studio.css; apps/mms-web/src/styles.css; apps/mms-web/src/types.ts; apps/mms-web/tests/release-notes.test.mjs; apps/mms-web/tests/settings-runtime-updates.test.mjs; mms_web/server.py; mms_web/updates.py; tests/test_mms_web_updates.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
244,fix(windows): resolve Pi launcher and package tzdata,MERGED,main历史+dev历史,R; C; T; D,C09; C22,Windows Pi cmd/exe、tzdata、跨平台锁修复；保留当前 MMS，DSH 迁移只带验收场景。,065cf8565a6f2555aed17092815e4340a86cde22,dev,codex/windows-verified-integration-20260913,2026-09-13T02:55:52Z,https://github.com/CtriXin/multi-model-switch/pull/244,.github/workflows/windows-acceptance.yml; mms_pi_support.py; mms_runtime.py; mms_web/bot_memory.py; mms_web/bots.py; mms_web/drivers/launch_bridge.py; packages/mms-install/bin/install.ps1; scripts/ci/windows_acceptance.ps1; tests/test_mms_runtime.py; tests/test_mms_web_windows_imports.py; tests/test_pi_windows_resolution.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
245,release: v4.21.0 Windows Preview fixes,CLOSED,不在两线祖先中,H; D,C22; C24,因错误 release 基线会夹带 Bot 而关闭；Windows-only 发布另行完成，不重新合入旧集成分支。,,dev,codex/release-v4.21.0,,https://github.com/CtriXin/multi-model-switch/pull/245,README.en.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.21.0.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
246,fix(windows): make CIM command discovery encoding-proof,MERGED,不在两线祖先中,C; R; T; D,C10; C22,CIM UTF-8/Base64 编码修复针对 Python 服务发现；保留 Windows 中文路径验收。,ba4de64a5a7cb234d478673bc284aac54a09f9df,hotfix/windows-encoding-4.21.1,codex/windows-encoding-4.21.1-followup,2026-09-13T14:46:31Z,https://github.com/CtriXin/multi-model-switch/pull/246,.github/workflows/windows-acceptance.yml; docs/mms-web/RELEASE-v4.21.1.md; mms_web/service.py; tests/test_mms_web_windows_encoding.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
247,fix(windows): tolerate slow Pi startup handshake,CLOSED,不在两线祖先中,D; H,C22,无证据的延长握手超时候选被撤回；实际 pipe 问题由 #248 修复，不把 90 秒等待作为资产。,,hotfix/windows-encoding-4.21.1,codex/windows-encoding-4.21.1-followup,,https://github.com/CtriXin/multi-model-switch/pull/247,mms_web/drivers/pi_rpc.py; mms_web/sessions.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
248,fix(windows): preserve Pi RPC pipes through launcher,MERGED,不在两线祖先中,R; C; T; D,C09; C22,Windows launcher 保持 RPC pipes；Pi 继续使用时保留，DSH 原生进程不搬此补丁。,88eb3e38be076dd828e2a5e9da396eb476ae64c2,hotfix/windows-encoding-4.21.1,codex/windows-encoding-4.21.1-followup,2026-09-13T16:30:15Z,https://github.com/CtriXin/multi-model-switch/pull/248,mms_launchers.py; tests/test_windows_launcher_process.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
249,fix(windows): use PowerShell when Pi bash is unavailable,CLOSED,不在两线祖先中,R; C; H,C09; C22,Windows shell 修复走独立 4.21 维护线发布，PR 因基线混 Bot 关闭；不是功能被放弃。,,dev,codex/windows-encoding-4.21.1-followup,,https://github.com/CtriXin/multi-model-switch/pull/249,.github/workflows/windows-acceptance.yml; README.en.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.21.0.md; docs/mms-web/RELEASE-v4.21.1.md; mms_launchers.py; mms_pi_support.py; mms_runtime.py; mms_version.py; mms_web/catalog.py; mms_web/catalog_worker.py; mms_web/drivers/launch_bridge.py; mms_web/model_settings.py; mms_web/model_settings_worker.py; mms_web/service.py; mms_web_static/build.json; package.json; packages/mms-install/bin/install.ps1; scripts/ci/windows_acceptance.ps1; tests/test_mms_runtime.py; tests/test_mms_web_sessions_launch.py; tests/test_mms_web_windows_encoding.py; tests/test_pi_windows_resolution.py; tests/test_windows_launcher_process.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
250,fix(windows): support workspace folder picker,MERGED,不在两线祖先中,D; T,C14; C22,原生 Windows 文件夹对话框后来被 #307 应用内树替代；旧 WinForms picker 可退役。,34d0d7cd92ca1027cd8e8d3064efc80b98cb8b79,codex/release-v4.21.0-windows-only,codex/windows-encoding-4.21.1-followup,2026-09-14T01:23:27Z,https://github.com/CtriXin/multi-model-switch/pull/250,.ai/regression-reports/2026-09-14-v4213-windows-utf8-session-poll.md; .ai/regression-reports/2026-09-14-v4215-windows-workspace-picker.md; .github/workflows/windows-acceptance.yml; apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.21.1.md; mms_launchers.py; mms_version.py; mms_web/catalog.py; mms_web/catalog_worker.py; mms_web/drivers/launch_bridge.py; mms_web/model_settings.py; mms_web/model_settings_worker.py; mms_web/server.py; mms_web/service.py; mms_web/session_actions.py; mms_web/workspace_search.py; mms_web_static/assets/index-CGuusnoT.js; mms_web_static/build.json; mms_web_static/index.html; package.json; tests/test_mms_runtime.py; tests/test_mms_web_sessions_launch.py; tests/test_mms_web_sessions_service.py; tests/test_mms_web_windows_encoding.py; tests/test_mms_web_windows_workspace_picker.py; tests/test_mms_web_workspace_search.py; tests/test_windows_launcher_process.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
251,fix(windows): keep folder picker responsive,MERGED,不在两线祖先中,D; T,C14; C22,原生 picker 显示/超时补丁被 #307 替代；保留不可阻塞远程用户的要求。,484a307066fc44434641e992d2b8dace1e60a0e5,codex/release-v4.21.0-windows-only,codex/windows-encoding-4.21.1-followup,2026-09-14T01:37:54Z,https://github.com/CtriXin/multi-model-switch/pull/251,apps/mms-web/src/LaunchOptions.tsx; mms_version.py; mms_web/server.py; tests/test_mms_web_windows_workspace_picker.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
252,release: package v4.21.7 workspace picker fix,MERGED,不在两线祖先中,H,C24,4.21.7 bundle 发布包装；不能当新文件夹能力。,d09787afd2195c562c17d06506c81390ebaafb6f,codex/release-v4.21.0-windows-only,codex/windows-encoding-4.21.1-followup,2026-09-14T01:47:47Z,https://github.com/CtriXin/multi-model-switch/pull/252,apps/mms-web/package-lock.json; apps/mms-web/package.json; mms_version.py; mms_web_static/assets/index-B77El73B.js; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
253,merge: 4.21.x Windows 维护线合回 dev，开启 5.0 线,CLOSED,不在两线祖先中,H; D,C21,当时违背稳定线/Bot 边界的集成候选已作废；不恢复历史分支方案。,,dev,claude/forward-port-4.21-into-5.0,,https://github.com/CtriXin/multi-model-switch/pull/253,.ai/regression-reports/2026-09-14-v4213-windows-utf8-session-poll.md; .ai/regression-reports/2026-09-14-v4215-windows-workspace-picker.md; .github/workflows/windows-acceptance.yml; README.en.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; apps/mms-web/src/LaunchOptions.tsx; docs/RELEASE_CHANNELS.md; docs/mms-web/RELEASE-v4.21.0.md; docs/mms-web/RELEASE-v4.21.1.md; docs/mms-web/RELEASE-v5.0.0.md; docs/mms-web/WINDOWS-PI-FIX-HANDOFF.md; mms_launchers.py; mms_version.py; mms_web/catalog.py; mms_web/catalog_worker.py; mms_web/drivers/launch_bridge.py; mms_web/drivers/pi_rpc.py; mms_web/model_settings.py; mms_web/model_settings_worker.py; mms_web/server.py; mms_web/service.py; mms_web/session_actions.py; mms_web/workspace_search.py; mms_web_static/assets/index-CFNZtJge.js; mms_web_static/build.json; mms_web_static/index.html; package.json; tests/test_mms_web_service.py; tests/test_mms_web_sessions_launch.py; tests/test_mms_web_sessions_pi_driver.py; tests/test_mms_web_sessions_service.py; tests/test_mms_web_windows_encoding.py; tests/test_mms_web_windows_workspace_picker.py; tests/test_mms_web_workspace_search.py; tests/test_windows_launcher_process.py; tests/test_windows_session_guard.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
254,bot: 任务分支合入 dev-pre（会话隔离、几何头像、direct-first、T1c 工单）,MERGED,dev历史,P; R; T,C16; C17; C21,Bot owner 隔离、direct-first 与视觉调整；业务合同保留，Windows 修复按共享能力去重。,9b69f6ad8e51f9c4da57d046088410532a8775b0,dev-pre,codex/stride-370e87ec37e741df,2026-09-15T07:03:33Z,https://github.com/CtriXin/multi-model-switch/pull/254,.github/workflows/windows-acceptance.yml; apps/mms-web/DESIGN.md; apps/mms-web/src/App.tsx; apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotCommunications.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/HelpGuide.tsx; apps/mms-web/src/bot-presets.ts; apps/mms-web/src/bot.css; apps/mms-web/src/types.ts; apps/mms-web/tests/bot-peer-folding.test.mjs; apps/mms-web/tests/bot-presets.test.mjs; apps/mms-web/tests/guided-tour-bots.test.mjs; docs/mms-web/BOTS.md; docs/mms-web/CLAUDE-CONTINUATION.md; docs/mms-web/bot-work/README.md; docs/mms-web/bot-work/T1c-create-in-chat.md; docs/mms-web/bot-work/T1d-guide-on-bots.md; docs/mms-web/bot-work/T1e-preset-editor-fixes.md; docs/mms-web/bot-work/T1f-conversational-wizard.md; docs/mms-web/bot-work/T2b-planner-state-machine.md; docs/mms-web/bot-work/T2c-plan-block-visual.md; docs/mms-web/bot-work/T3c-peer-chat-folding.md; docs/mms-web/bot-work/T3d-ui-question-card.md; docs/mms-web/bot-work/T3d-waiting-contract.md; docs/mms-web/design/acceptance-20260915/04b-wizard-name-step.png; docs/mms-web/design/acceptance-20260915/07-msg1-done-proposal.png; docs/mms-web/design/acceptance-20260915/08-hover-mark-rule.png; docs/mms-web/design/acceptance-20260915/10-preset-editor.png; docs/mms-web/design/acceptance-20260915/14-boss-task-done.png; docs/mms-web/design/acceptance-20260915/17-pilot-home.png; docs/mms-web/design/t2b/accept2-multi-goal-task.json; docs/mms-web/design/t2b/accept3-single-goal-direct.json; docs/mms-web/design/t2b/accept4-failure-retry.json; docs/mms-web/design/t2b/ui-plan-block-closeup.png; docs/mms-web/design/t2b/ui-plan-done-with-step-results.png; docs/mms-web/design/t2b/ui-plan-failed-retry-skip.png; docs/mms-web/design/t2b/ui-plan-proposed-approve.png; docs/mms-web/design/t3c/t3c_1_chat_folded.png; docs/mms-web/design/t3c/t3c_2_chat_expanded.png; docs/mms-web/design/t3c/t3c_3_communications_sections.png; docs/mms-web/design/t3c/t3c_4_narrow_400px.png; mms_web/bot_client.py; mms_web/bot_coordinator.py; mms_web/bot_executor.py; mms_web/bots.py; mms_web/server.py; mms_web/sessions.py; mms_web_static/assets/index-B77El73B.js; mms_web_static/assets/index-BUDNHL9x.css; mms_web_static/assets/index-DlF89tjb.css; mms_web_static/assets/index-X3DvnDEW.js; mms_web_static/build.json; mms_web_static/index.html; tests/test_mms_bot_client.py; tests/test_mms_bot_coordinator.py; tests/test_mms_bot_runtime.py; tests/test_mms_bot_transport.py; tests/test_mms_web_bots.py; tests/test_mms_web_server.py; tests/test_mms_web_sessions_launch.py; walls.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
255,dev: 撤销 Bot 合并，合入 4.21.x Windows 维护线（5.0 转 dev-pre）,CLOSED,不在两线祖先中,H; D,C21,旧 Bot 回退候选因基线冲突被 #262 重做；无需再次合并。,,dev,claude/dev-4.21-stable,,https://github.com/CtriXin/multi-model-switch/pull/255,.ai/regression-reports/2026-09-14-v4213-windows-utf8-session-poll.md; .ai/regression-reports/2026-09-14-v4215-windows-workspace-picker.md; .github/workflows/windows-acceptance.yml; .gitignore; AGENT.md; README.en.md; README.md; apps/mms-web/DESIGN.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; apps/mms-web/src/App.tsx; apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotArtifactPreview.tsx; apps/mms-web/src/BotCommunications.tsx; apps/mms-web/src/BotMemoryPanel.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/HelpGuide.tsx; apps/mms-web/src/LaunchOptions.tsx; apps/mms-web/src/ModelExplorer.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/bot-artifact-preview.ts; apps/mms-web/src/bot-communications.css; apps/mms-web/src/bot-memory.css; apps/mms-web/src/bot-plan.css; apps/mms-web/src/bot-visual-system.ts; apps/mms-web/src/bot.css; apps/mms-web/src/channel-models.css; apps/mms-web/src/guide.css; apps/mms-web/src/preview.ts; apps/mms-web/src/release-notes.ts; apps/mms-web/src/semver-sort.ts; apps/mms-web/src/studio.css; apps/mms-web/src/styles.css; apps/mms-web/src/types.ts; apps/mms-web/tests/bot-visual-system.test.mjs; apps/mms-web/tests/release-notes.test.mjs; apps/mms-web/tests/settings-runtime-updates.test.mjs; docs/RELEASE_CHANNELS.md; docs/mms-web/BOT-POSITIONING.md; docs/mms-web/BOT-ROADMAP.md; docs/mms-web/BOTS.md; docs/mms-web/BROWSER-PROVIDERS.md; docs/mms-web/CLAUDE-CONTINUATION.md; docs/mms-web/GETTING-STARTED.md; docs/mms-web/RELEASE-v4.21.0.md; docs/mms-web/RELEASE-v4.21.1.md; docs/mms-web/RELEASE-v4.21.12.md; docs/mms-web/RELEASE-v4.21.14.md; docs/mms-web/WINDOWS-CONTRIBUTING.md; docs/mms-web/WINDOWS-PI-FIX-HANDOFF.md; docs/mms-web/bot-work/README.md; docs/mms-web/bot-work/T1-ui-visual-system.md; docs/mms-web/bot-work/T2-coordinator-plan.md; docs/mms-web/bot-work/T3-resilience-and-notify.md; docs/mms-web/bot-work/T4-landing-governance.md; docs/mms-web/design/bot-chat-v2-reference.png; docs/mms-web/design/t1/01-light-mode.png; docs/mms-web/design/t1/02-dark-mode.png; docs/mms-web/design/t1/03-accent-cyan-dark.png; docs/mms-web/design/t1/04-accent-orange-light.png; docs/mms-web/design/t1/05-width-1024px.png; docs/mms-web/design/t1/06-width-400px.png; docs/mms-web/design/t1/07-bot-card-hover.png; docs/mms-web/design/t1/07b-bot-card-menu.png; docs/mms-web/design/t1/08-composer-schedule.png; docs/mms-web/design/t1/09-bot-onboarding.png; docs/mms-web/design/t1/10-bot-onboarding-all-selected.png; docs/mms-web/design/t1/10-bot-onboarding-selected.png; docs/mms-web/design/t1/11-sidebar-footer-spacing.png; docs/mms-web/design/t1/bot_editor_dialog_dark.png; docs/mms-web/design/t1/bot_editor_dialog_light.png; docs/mms-web/design/t1/bot_list_4_states.png; docs/mms-web/design/t1/chat_viewport_1440.png; docs/mms-web/design/t1/chat_viewport_1920.png; docs/mms-web/design/t1/chat_viewport_2560.png; docs/mms-web/design/t1/collaboration_panel.png; docs/mms-web/design/t1/composer_focused.png; docs/mms-web/design/t1/composer_popover_custom.png; docs/mms-web/design/t1/composer_popover_presets.png; docs/mms-web/design/t1/composer_scheduled.png; docs/mms-web/design/t1/composer_unfocused.png; docs/mms-web/design/t2/final-conclusion.png; docs/mms-web/design/t2/plan-block-dark-tokens.png; docs/mms-web/design/t2/plan-block-delegate.png; docs/mms-web/design/t2/plan-proposed-actions.png; docs/mms-web/design/t2/task_04438b1016e04447.json; docs/mms-web/design/t2/task_4c93fc74374a41ab.json; docs/mms-web/design/t2/task_587d819ee4b946f6.json; docs/mms-web/design/t2/task_e69d99d11c3442d7.json; docs/mms-web/design/t3/00-bot-page.png; docs/mms-web/design/t3/01-notify-section.png; docs/mms-web/design/t3/flaky.log; docs/mms-web/design/t3/retry-timeline.log; docs/mms-web/design/t3/webhook.log; mms_launchers.py; mms_pi_support.py; mms_version.py; mms_web/artifact_preview.py; mms_web/bot_client.py; mms_web/bot_communications.py; mms_web/bot_computer.py; mms_web/bot_coordinator.py; mms_web/bot_executor.py; mms_web/bot_memory.py; mms_web/bot_notify.py; mms_web/bot_retry.py; mms_web/bots.py; mms_web/browser_provider.py; mms_web/catalog.py; mms_web/catalog_worker.py; mms_web/drivers/launch_bridge.py; mms_web/drivers/pi_rpc.py; mms_web/model_settings.py; mms_web/model_settings_worker.py; mms_web/server.py; mms_web/service.py; mms_web/session_actions.py; mms_web/skills.py; mms_web/updates.py; mms_web/workspace_search.py; mms_web_static/assets/index-B77El73B.js; mms_web_static/assets/index-BUDNHL9x.css; mms_web_static/assets/index-DY6M0OD5.js; mms_web_static/assets/index-nQv9IR0e.css; mms_web_static/build.json; mms_web_static/index.html; package.json; tests/test_bot_memory.py; tests/test_mms_bot_client.py; tests/test_mms_bot_computer.py; tests/test_mms_bot_coordinator.py; tests/test_mms_bot_notify.py; tests/test_mms_bot_retry.py; tests/test_mms_bot_runtime.py; tests/test_mms_bot_transport.py; tests/test_mms_web_artifact_history.py; tests/test_mms_web_bots.py; tests/test_mms_web_service.py; tests/test_mms_web_sessions_launch.py; tests/test_mms_web_sessions_pi_driver.py; tests/test_mms_web_sessions_service.py; tests/test_mms_web_starter_skills.py; tests/test_mms_web_updates.py; tests/test_mms_web_windows_encoding.py; tests/test_mms_web_windows_imports.py; tests/test_mms_web_windows_workspace_picker.py; tests/test_mms_web_workspace_search.py; tests/test_pi_launcher.py; tests/test_windows_launcher_process.py; tests/test_windows_session_guard.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
256,merge: sync dev with v4.21.14 and fix preview web launch,MERGED,main历史+dev历史,C; R; H,C10; C22,同步 Windows 4.21.14 并修复 preview 启动；是整合和 installer 真实变更，按两部分处理。,9b69c38a9f4f6a0e8e83239ca943ae06545eefb3,dev,codex/dev-installer-followup,2026-09-15T02:14:09Z,https://github.com/CtriXin/multi-model-switch/pull/256,.ai/regression-reports/2026-09-14-v4213-windows-utf8-session-poll.md; .ai/regression-reports/2026-09-14-v4215-windows-workspace-picker.md; .ai/regression-reports/2026-09-15-dev-installer-followup.md; .github/workflows/windows-acceptance.yml; AGENT.md; README.en.md; README.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; apps/mms-web/src/LaunchOptions.tsx; docs/mms-web/GETTING-STARTED.md; docs/mms-web/RELEASE-v4.21.0.md; docs/mms-web/RELEASE-v4.21.1.md; docs/mms-web/RELEASE-v4.21.14.md; docs/mms-web/WINDOWS-CONTRIBUTING.md; docs/mms-web/WINDOWS-PI-FIX-HANDOFF.md; install.sh; mms_launchers.py; mms_pi_support.py; mms_version.py; mms_web/artifact_preview.py; mms_web/catalog.py; mms_web/catalog_worker.py; mms_web/drivers/launch_bridge.py; mms_web/drivers/pi_rpc.py; mms_web/model_settings.py; mms_web/model_settings_worker.py; mms_web/server.py; mms_web/service.py; mms_web/session_actions.py; mms_web/skills.py; mms_web/workspace_search.py; mms_web_static/assets/index-B77El73B.js; mms_web_static/assets/index-BUDNHL9x.css; mms_web_static/assets/index-DY6M0OD5.js; mms_web_static/assets/index-nQv9IR0e.css; mms_web_static/build.json; mms_web_static/index.html; package.json; tests/test_install_script_paths.py; tests/test_mms_web_artifact_history.py; tests/test_mms_web_service.py; tests/test_mms_web_sessions_launch.py; tests/test_mms_web_sessions_pi_driver.py; tests/test_mms_web_sessions_service.py; tests/test_mms_web_starter_skills.py; tests/test_mms_web_windows_encoding.py; tests/test_mms_web_windows_workspace_picker.py; tests/test_mms_web_workspace_search.py; tests/test_pi_launcher.py; tests/test_windows_launcher_process.py; tests/test_windows_session_guard.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
